No,Service_type,Cost_Type,Product_Group,Serial_No,City,Product_Date,Receipt_Date,Appoint_Date,Complete_Date,TAT01,TAT02,Job_Satus,Defect_Des,Symptom_Desc,Repair_Action_Desc,Labor_Charge_Desc,Engineer,Labor_Charge_Amount,Parts_Amount,Discount_Amount,Total_Invoice_Amount
111,0,Normal Warranty,LED40,IP2JQ2/4IP4AIP,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
112,0,Normal Warranty,LED40,IP2JQB/-QE/2,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
113,0,Normal Warranty,LED40,IP2JQA-QE27,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
114,0,Normal Warranty,LED40,IP2JQ2/-ZQE,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
115,0,Normal Warranty,LED40,IP2JQB/-2742,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
116,0,Normal Warranty,LCD-40,IP2JQA/-27IP4,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
117,0,Normal Warranty,LED40,IP2JQC/KLIPKL2-,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
118,0,Normal Warranty,LCD-40,IP2JR2/7QEAA,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
119,0,Normal Warranty,LCD-40,IP2JRA/KL2KL4-,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
120,0,Normal Warranty,LED40,IP2JQA/-7-/KL,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
121,0,Normal Warranty,LCD-40,IP2JQA/-2/2KL,Tehran,,12/17/2012,12/17/2012,1/5/2013,0,18,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
122,0,Normal Warranty,LCD-40,IP2JR4/2KLKL2A,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Minor,Tech04,215000,0,43000,172000
123,0,Normal Warranty,LED40,IP2JQC/KL42Z,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
124,0,Normal Warranty,LED40,IP2JQA/474IP2,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
125,0,Normal Warranty,PLASMA-43,IP2JRKL/-IP2-/,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
126,0,Out of Warranty,AUDIO - HOME THEAT,2ZPATFP4E-27B,Tehran,38086,12/18/2012,12/18/2012,1/20/2013,0,33,1,WORN-OUT,READ ERROR,REPAIR REFUSAL,Free Of Charge,Tech14,0,0,0,0
127,0,Out of Warranty,PLASMA-51,IP2JQB/-ZQE,SEMNAN,,12/18/2012,12/18/2012,1/14/2013,0,27,0,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech22,420000,0,84000,336000
128,0,Normal Warranty,LED40,IP2JQC/KLIPIP2-,Tehran,,12/18/2012,12/18/2012,1/23/2013,0,36,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech21,0,0,0,0
129,0,Normal Warranty,LED46,IP2JRC/-7/AIP,KARAJ,,12/18/2012,12/18/2012,1/2/2013,0,15,0,WORN-OUT,Test OK,No Action,Free Of Charge,Tech22,0,0,0,0
130,0,Normal Warranty,LED40,IP2JRIP/2/44-,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
131,0,Normal Warranty,LED40,IP2JQC/KLIP2IPIP,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
132,0,Extended Warranty,HARD DISK DRIVE,S2/BJ2KBA/724/,Tehran,40553,12/18/2012,12/18/2012,1/19/2013,0,32,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Minimum,Tech07,50000,0,10000,40000
133,0,Out of Warranty,LED40,IP2JQ7/4ZIP2,KARAJ,,12/18/2012,12/18/2012,1/22/2013,0,35,1,WORN-OUT,OTHER PROBLEMS,ADJUSTMENT,Maximum,Tech22,540000,0,108000,432000
134,0,Normal Warranty,LED40,IP2JQB/-QEZ,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
135,0,Out of Warranty,CAMCORDER,AIPBTKL7HK7/IPIP-2K,Tehran,38358,12/18/2012,12/18/2012,1/8/2013,0,21,1,WRONG PARTS,NO PICTURE/NO RASTER,MECHANICAL PARTS REPLACEMENT,Major,Tech08,250000,0,50000,200000
136,0,Normal Warranty,LED40,IP2JQ7/44/-2,Tehran,,12/18/2012,1/5/2013,1/6/2013,18,18,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech13,540000,0,108000,432000
137,1,Normal Warranty,LED46,IP2JR2/472A/,Tehran,,12/18/2012,1/26/2013,1/30/2013,38,43,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech08,0,0,0,0
138,0,Normal Warranty,LED40,IP2JQB/-/IP/2,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
139,1,Normal Warranty,LCD-40,IP2JRA /KLQEKL2,Tehran,,12/18/2012,1/1/2013,1/1/2013,14,14,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Major,Tech10,420000,0,84000,336000
140,1,Normal Warranty,PLASMA-51,IP2JRA/-2KL-/,Tehran,,12/18/2012,12/18/2012,1/5/2013,0,18,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech13,540000,0,108000,432000
141,0,Normal Warranty,LED40,IP2JQ2/-ZKL2,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
142,0,Normal Warranty,LED46,IP2JR2/-KL272,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
143,0,Normal Warranty,LED46,IP2JRA/--IPKL7,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
144,0,Normal Warranty,LED46,IP2JRA/-A-27,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
145,0,Normal Warranty,LED40,IP2JRIP/24A72,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
146,0,Normal Warranty,LED40,IP2JR2/QEQE2,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
147,0,Normal Warranty,LCD-40,IP2JQA/-QEKL/,Tehran,,12/18/2012,1/21/2013,1/21/2013,34,34,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
148,0,Normal Warranty,LED40,IP2JRA/-QEA-,ESLAMSHAHR,,12/18/2012,12/18/2012,1/14/2013,0,27,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Medium,Tech22,300000,24686317.44,4887263.488,18888053.85
149,0,Normal Warranty,PRINTER - MONO LAS,2F7IPBAKPAA4IPIPP,Tehran,,12/18/2012,12/20/2012,1/21/2013,2,34,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Major,Tech20,300000,21303.72,64260.744,257042.876
150,0,Normal Warranty,LED40,IP2JQC/KL4KL/7,Tehran,,12/18/2012,12/18/2012,1/23/2013,0,36,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech21,0,0,0,0
151,0,Normal Warranty,LED40,IP2JQB/-27IPIP,Tehran,,12/18/2012,12/18/2012,1/30/2013,0,43,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
152,0,Normal Warranty,LED40,IP2JQB/-2/74,Tehran,,12/19/2012,12/19/2012,1/2/2013,0,14,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
153,0,Normal Warranty,LED40,IP2JQ2/4KL74/,Tehran,,12/19/2012,12/19/2012,1/2/2013,0,14,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
154,0,Normal Warranty,LCD-40,IP2JRA/7/-7KL,Tehran,,12/19/2012,12/19/2012,1/2/2013,0,14,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
155,0,Normal Warranty,LED40,IP2JQB/-QE27,Tehran,,12/19/2012,12/19/2012,1/2/2013,0,14,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
156,0,Normal Warranty,LED55,IP2JRB/--4IP2,Tehran,,12/19/2012,1/21/2013,1/21/2013,33,33,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
157,0,Normal Warranty,LED40,IP2JQ2/-44/2,Tehran,,12/19/2012,12/19/2012,1/2/2013,0,14,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
158,0,Normal Warranty,LED40,IP2JQ2/4-KLQE,Tehran,,12/19/2012,12/19/2012,1/2/2013,0,14,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
159,0,Normal Warranty,LED40,IP2JQ2/-44KLA,Tehran,,12/19/2012,12/19/2012,1/2/2013,0,14,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
160,0,Normal Warranty,LED40,IP2JQA/-4AAKL,Tehran,,12/19/2012,12/19/2012,1/1/2013,0,13,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Minor,Tech04,215000,0,43000,172000
161,0,Normal Warranty,LCD-40,IP2JR2/7KLIP/A,Tehran,,12/19/2012,12/19/2012,1/22/2013,0,34,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
162,0,Normal Warranty,LCD-40,IP2JQA/-7IP-4,Tehran,,12/19/2012,12/19/2012,1/5/2013,0,17,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
163,0,Normal Warranty,LED40,IP2JQB/-72Z,Tehran,,12/19/2012,12/19/2012,1/5/2013,0,17,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
164,0,Normal Warranty,LCD-40,IP2JQA/-72IP2,Tehran,,12/19/2012,12/19/2012,1/5/2013,0,17,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
165,0,Normal Warranty,LCD-40,IP2JRIP/2IP2IP-,Tehran,,12/19/2012,12/19/2012,1/5/2013,0,17,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
166,0,Normal Warranty,LED40,IP2JQC/KL/2/2,Tehran,,12/19/2012,12/19/2012,1/5/2013,0,17,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
167,0,Normal Warranty,LCD-40,IP2JRA/KLQEE,Tehran,,12/19/2012,12/19/2012,1/5/2013,0,17,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
168,0,Out of Warranty,MONITOR - TFT LCD ,H2MM-EZ-IP,Tehran,38087,12/19/2012,12/24/2012,1/5/2013,5,17,0,WORN-OUT,NO POWER,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech16,0,0,0,0
169,0,Normal Warranty,LCD-40,IP2JR2/772-/,Tehran,,12/19/2012,12/19/2012,1/9/2013,0,21,1,WORN-OUT,VERTICAL LINE PRINTED,ELECTRICAL PARTS REPLACEMENT,Medium,Tech08,0,0,0,0
170,0,Normal Warranty,LED46,IP2JR7/47QE2,TABRIZ,,12/19/2012,1/26/2013,1/27/2013,38,38,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,32834087.64,6650817.528,26603270.11
171,0,Normal Warranty,LED40,IP2JQA/-QE4-,Tehran,,12/19/2012,12/19/2012,1/24/2013,0,36,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
172,0,Normal Warranty,PLASMA-51,IP2JRAE-27-KL,QOM,,12/19/2012,12/29/2012,1/6/2013,10,18,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,28255854.32,5735180.864,22840763.46
173,0,Out of Warranty,DVD PLAYER,2FZAHBSCE247B,Tehran,38825,12/19/2012,12/19/2012,1/8/2013,0,20,1,WORN-OUT,Test OK,No Action,Free Of Charge,Tech18,0,0,0,0
174,1,Normal Warranty,PLASMA-42,IP2JRA/KLIP274,Tehran,,12/19/2012,1/26/2013,1/27/2013,38,38,1,WORN-OUT,PIXEL MISSING,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech08,540000,10727325.72,2253465.144,8013860.576
175,0,Extended Warranty,DVD PLAYER/ RECORD,R-2-KLGCBC/Z27,Tehran,40555,12/19/2012,12/19/2012,1/9/2013,0,21,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Minimum,Tech07,70000,430587.8,100117.58,400470.32
176,0,Normal Warranty,LED46,IP2JQC/42A4KL,Tehran,,12/19/2012,12/19/2012,1/1/2013,0,13,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,31632413.4,6410482.68,25641830.72
177,0,Out of Warranty,CAMCORDER,Z-A/KL7CKQE/-72Z,SHAHRGHODS,38360,12/19/2012,12/19/2012,1/2/2013,0,14,1,DEFORMED,NO PICTURE/NO RASTER,ELECTRICAL PARTS REPLACEMENT,Major,Tech08,250000,150570.36,80114.072,320456.288
178,0,Normal Warranty,LED40,IP2JQA/-7QE/,Tehran,,12/19/2012,12/19/2012,1/30/2013,0,42,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
179,0,Normal Warranty,LED40,IP2JQB/-7447,Tehran,,12/19/2012,12/19/2012,1/30/2013,0,42,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
180,0,Normal Warranty,LED40,IP2JQC/KLIP47-,Tehran,,12/19/2012,12/19/2012,1/30/2013,0,42,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
181,0,Normal Warranty,LED40,IP2JRA/KLQEKL2,Tehran,,12/19/2012,12/19/2012,1/30/2013,0,42,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
182,0,Normal Warranty,LED40,IP2JR2/7KL2KL4,Tehran,,12/19/2012,12/19/2012,1/30/2013,0,42,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
183,0,Normal Warranty,LED40,IP2JRIP/QE2-7,Tehran,,12/19/2012,12/19/2012,1/30/2013,0,42,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
184,0,Normal Warranty,LED40,IP2JRA/KL7A42,Tehran,,12/19/2012,12/19/2012,1/30/2013,0,42,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
185,0,Normal Warranty,LED40,IP2JQA/-7724,Tehran,,12/19/2012,12/19/2012,1/30/2013,0,42,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
186,0,Normal Warranty,LED40,IP2JQA/-77-/,Tehran,,12/19/2012,12/19/2012,1/30/2013,0,42,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
187,0,Normal Warranty,LED40,IP2JQB/KLZ74,Tehran,,12/20/2012,12/20/2012,1/22/2013,0,33,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
188,0,Normal Warranty,LED40,IP2JQA/-42IP2,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
189,0,Normal Warranty,LCD-40,IP2JRA/7/24IP,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
190,0,Normal Warranty,LED40,IP2JQA/-Z7A,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
191,0,Normal Warranty,LED40,IP2JQB/KL/4Z,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
192,0,Normal Warranty,LED40,IP2JQC/KLEKL4,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
193,0,Normal Warranty,LCD-40,IP2JR2/7KLKLKLA,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
194,0,Normal Warranty,LCD-40,IP2JQB/KL/4AKL,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
195,0,Normal Warranty,LCD-40,IP2JRA/7A4IPKL,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
196,0,Normal Warranty,LED40,IP2JRA/KLKL/IP2,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
197,0,Normal Warranty,LED40,IP2JQA/47KLA-,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
198,0,Normal Warranty,LED40,IP2JQA/-KLKLA/,Tehran,,12/20/2012,1/21/2013,1/21/2013,32,32,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
199,0,Normal Warranty,LED40,IP2JQ2/47IPQE,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
200,0,Normal Warranty,LED46,IP2JR2/-727IP,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
201,0,Normal Warranty,LED46,IP2JRIP/--A47,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
202,0,Normal Warranty,LED46,IP2JRIP/--A-2,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
203,0,Normal Warranty,LED40,IP2JQC/-QEKL-,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
204,0,Normal Warranty,LED40,IP2JRA/KL-2AIP,Tehran,,12/20/2012,12/20/2012,1/22/2013,0,33,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
205,0,Normal Warranty,LED40,IP2JQ2/4IPQE2,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
206,0,Normal Warranty,LED40,IP2JQB/-24E,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
207,0,Normal Warranty,LED40,IP2JQ2/-AKLQE,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
208,0,Normal Warranty,LED46,IP2JRA/-7---,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
209,0,Normal Warranty,LED46,IP2JRA/-4AIP2,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
210,0,Normal Warranty,LED40,IP2JQA/-4/7A,Tehran,,12/20/2012,12/20/2012,1/9/2013,0,20,1,WORN-OUT,VERTICAL LINE PRINTED,ELECTRICAL PARTS REPLACEMENT,Medium,Tech08,0,0,0,0
211,0,Normal Warranty,LED40,IP2JQ2/-4/2-,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
212,0,Normal Warranty,LED46,IP2JQC/-KL472,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
213,0,Normal Warranty,LCD-40,IP2JQB/-QEIP2,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
214,0,Normal Warranty,LED40,IP2JQB/-2IP-2,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
215,0,Normal Warranty,LCD-40,IP2JRA/KL2IP2KL,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
216,0,Normal Warranty,LED40,IP2JQ2/-42KLIP,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
217,0,Normal Warranty,LCD-40,IP2JQ2/-QE72,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
218,0,Normal Warranty,LED40,IP2JQ2/4IP2A-,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
219,0,Normal Warranty,LED40,IP2JQB/-QE4A,Tehran,,12/20/2012,12/20/2012,1/5/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
220,0,Normal Warranty,LCD-40,IP2JQA/-QE77,Tehran,,12/20/2012,1/2/2013,1/5/2013,13,16,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
221,0,Normal Warranty,LED40,IP2JQA/-KLIPIP4,Tehran,,12/20/2012,12/20/2012,1/21/2013,0,32,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech08,0,0,0,0
222,0,Normal Warranty,LCD-40,IP2JRIP/24AIPKL,Tehran,,12/20/2012,1/8/2013,1/9/2013,18,20,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech15,0,0,0,0
223,0,Normal Warranty,LED46,IP2JR2/-EKL-,Tehran,,12/20/2012,1/12/2013,1/13/2013,23,24,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,0,84000,336000
224,0,Normal Warranty,LED46,IP2JR2/-4/-4,TABRIZ,,12/20/2012,1/1/2013,1/2/2013,12,13,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech04,420000,25084688.82,5102838.784,20411758.14
225,0,Normal Warranty,LED40,IP2JR2/-IP-A-,SHAHRYAR,,12/20/2012,12/31/2012,1/1/2013,11,12,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,17270085.32,3538018.064,14152076.26
226,0,Out of Warranty,LED40,IP2JRA/-AKL/A,Tehran,,12/22/2012,1/9/2013,1/21/2013,18,30,1,WORN-OUT,OUTCASE CRACK,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
227,0,Normal Warranty,LCD-40,IP2JRA/7/4QE,Tehran,,12/22/2012,1/2/2013,1/2/2013,11,11,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech13,0,0,0,0
